1EFN	-57.97	-16.58	0.00	-3.35	19.70	-109.37	8.90	-17.80	5.70	-1.36	5	5	12	1	12	16	-4.27	-3.63	1545.20	-8.12	-1647.30
1EMV	-53.20	-18.64	0.00	3.19	17.60	-132.84	0.00	-9.88	0.00	-1.68	4	12	11	4	24	13	-2.48	-3.11	2588.60	6.53	-2666.10
1EWY	-32.14	-12.01	0.00	1.13	14.10	-174.83	53.33	-49.71	12.19	-1.00	9	10	15	3	9	12	4.29	5.41	2941.30	2.79	-2943.30
1EZU	-64.06	-32.83	0.00	-11.49	10.37	-22.10	12.71	-15.23	27.58	0.00	7	9	33	8	28	42	-5.46	0.10	4786.00	-45.71	-4987.20
1F34	-92.20	-30.45	0.00	-17.05	13.16	-25.96	0.00	-11.38	0.00	-0.42	2	11	11	22	52	38	-24.22	-19.63	6722.80	-7.98	-6459.20
1F6M	40.26	-19.72	90.13	-6.23	11.41	0.00	0.00	0.00	0.00	-0.24	3	8	23	1	9	25	-9.43	-13.47	3767.50	14.73	-3849.60
1FC2	-35.38	-13.64	0.00	-3.61	19.77	-5.15	0.00	-4.45	0.00	-0.54	4	4	9	8	14	11	0.75	-5.73	1707.80	-7.41	-1763.90
1FFW	-2.71	-10.37	0.00	0.59	17.69	0.00	0.00	0.00	0.00	-0.40	7	2	16	0	2	15	1.75	0.40	1584.90	-4.76	-1610.20
1FLE	-42.11	-21.23	8.58	-15.44	11.89	0.00	0.00	0.00	0.00	-0.62	1	8	20	1	19	22	1.57	-7.52	2704.80	-15.32	-2958.70
1FQJ	-18.98	-18.21	0.00	11.74	20.50	-139.83	18.84	-17.66	8.58	-0.68	13	11	30	7	7	3	7.62	8.86	2915.50	20.42	-3256.60
1FSK	-74.91	-23.99	0.07	-0.38	11.01	-151.69	0.00	-25.75	0.00	-0.62	7	10	22	3	15	25	-2.57	6.72	3076.70	18.21	-3072.40
1GCQ	-37.18	-17.78	0.00	-3.97	17.68	0.00	0.00	0.00	1.46	-1.49	5	7	11	0	12	21	-7.03	-7.57	2067.30	4.94	-1951.20
1GL1	-49.75	-18.70	0.00	-12.35	10.66	0.00	0.00	0.00	0.00	-0.95	2	4	17	5	23	23	3.17	-2.80	3155.30	-15.49	-3200.20
1GLA	-1.28	-8.60	0.00	-2.79	23.85	0.00	0.00	0.00	0.00	-0.51	5	8	13	0	11	9	5.49	-4.41	2011.00	5.90	-2055.90
1GPW	-8.02	-21.35	0.00	4.87	23.16	0.00	0.00	0.00	0.00	0.00	11	12	32	2	16	17	0.98	-2.99	3976.90	20.97	-3873.60
1GRN	-65.78	-23.70	0.00	8.97	20.16	-121.80	0.00	-30.88	5.12	-0.53	9	16	20	8	15	20	-8.23	-15.54	4050.30	-13.75	-3932.70
1GXD	-10.29	-24.77	1.20	-3.17	17.45	0.00	63.10	0.00	12.51	-2.60	16	6	33	0	15	35	4.58	-0.46	3429.20	-4.40	-3595.30
1H1V	11.01	-18.09	0.00	-1.28	19.51	-21.27	112.78	-14.21	36.69	0.00	6	9	16	9	21	22	-5.39	-1.59	3996.90	11.69	-4145.80
1H9D	-41.68	-24.79	0.00	-9.18	15.25	0.00	0.00	0.00	6.70	-1.33	2	12	13	16	36	27	-17.89	-8.70	4342.90	17.87	-4187.60
1HCF	-21.88	-21.25	0.00	-3.20	16.40	0.00	0.00	0.00	5.74	-0.27	11	11	21	3	18	19	-0.27	6.09	3943.80	14.94	-3874.60
1HE8	-33.29	-11.81	0.00	0.58	14.35	-113.78	44.93	-46.94	2.86	-1.51	8	15	6	5	8	6	-1.07	-1.63	2529.90	5.56	-2192.20
1HIA	-77.72	-23.59	0.00	-10.45	4.69	-64.95	0.00	-14.90	0.00	-1.88	6	16	27	0	9	17	7.97	2.85	2984.90	-2.26	-3281.80
1I2M	-82.45	-30.34	0.00	17.89	18.61	-441.12	50.02	-117.61	27.19	-2.06	20	17	37	7	26	12	-7.61	-7.24	4702.90	8.90	-4825.40
1I4D	-29.40	-15.42	0.00	-4.25	20.52	0.00	8.42	0.00	5.74	-0.67	3	9	9	7	21	18	-4.30	-15.90	3399.70	26.99	-3207.70
1IB1	7.31	-24.97	0.00	12.04	6.70	-243.66	218.21	-73.46	69.78	0.00	19	12	40	2	13	15	5.81	5.03	4851.10	30.37	-4890.70
1IBR	-131.40	-28.99	0.29	16.92	18.42	-470.58	33.91	-124.90	18.96	0.00	21	26	23	4	24	24	3.69	17.90	5252.90	9.37	-5559.00
1IJK	-72.19	-13.33	0.00	4.35	19.29	-306.73	23.54	-116.07	2.35	-1.29	16	5	9	0	11	6	4.45	-13.13	2203.40	-4.80	-2205.10
1IQD	-101.54	-24.24	0.00	-3.58	16.06	-174.11	0.00	-30.55	0.00	-2.19	5	7	15	7	26	22	-9.95	-19.61	3133.50	-18.04	-3207.50
1J2J	-7.14	-9.89	0.00	-5.43	23.39	0.00	0.00	-4.71	0.00	0.00	3	4	12	1	3	20	-0.06	1.71	1548.60	33.99	-1781.70
1JIW	-33.83	-23.84	0.06	-2.02	11.13	0.00	0.00	0.00	0.00	-2.23	5	16	16	5	20	30	-5.38	-7.86	4232.40	-0.87	-4124.20
1JMO	-60.97	-40.96	0.00	-19.32	34.57	0.00	0.00	0.00	13.46	-1.75	14	20	22	1	16	37	-8.53	-14.44	4142.20	-54.69	-4053.60
1JPS	-5.86	-23.48	0.00	14.93	15.32	-75.90	18.36	-13.92	24.20	-2.82	13	16	18	4	20	12	1.05	15.20	3278.50	22.62	-3163.20
1JTG	-4.83	-25.87	0.00	8.42	16.24	0.00	8.35	0.00	13.64	-1.69	11	19	34	4	15	25	-8.11	-20.84	5038.80	44.95	-4729.00
1JWH	-23.08	-14.81	0.39	-8.40	19.39	0.00	0.00	0.00	0.00	-1.09	2	5	20	0	10	20	7.36	5.08	2478.70	-5.98	-2690.30
1K5D	-55.08	-23.72	0.07	6.97	21.86	-259.89	64.43	-73.65	11.83	-0.30	16	15	24	6	21	27	-8.68	0.21	4297.60	-17.11	-4973.20
1KAC	-37.07	-12.43	0.00	2.74	22.20	-136.65	3.85	-23.81	10.54	-0.61	7	5	13	2	18	12	-11.63	-1.07	3092.20	-0.22	-3084.30
1KKL	1.27	-15.45	0.00	-1.21	17.00	-23.44	10.32	-7.35	30.41	-0.62	6	9	16	4	14	22	-3.10	-18.16	4167.40	28.94	-3736.00
1KLU	-26.35	-13.92	0.00	2.29	20.73	-78.27	12.20	-17.23	2.34	-3.66	8	7	8	2	7	16	2.90	-5.36	1801.70	8.12	-1851.30
1KTZ	-53.46	-10.76	0.00	-6.31	17.59	-151.40	10.43	-46.69	6.26	-1.26	5	6	7	0	5	12	3.67	7.19	1600.90	-6.51	-1511.70
1KXP	-74.87	-27.80	0.00	7.70	12.17	-147.04	34.52	-43.89	32.67	-2.65	13	19	37	7	23	28	4.22	5.99	5516.40	23.38	-5698.70
1KXQ	-69.06	-24.74	0.00	-5.33	12.21	-90.53	45.44	-14.50	16.69	-0.22	7	9	18	12	25	23	-9.31	-12.87	3923.10	-5.49	-4227.10
1LFD	-5.72	-13.85	0.00	1.10	19.76	0.00	0.00	0.00	0.00	-0.46	9	8	9	3	9	11	-2.55	-0.84	2046.70	2.39	-1723.40
1M10	-46.63	-18.17	0.00	8.84	18.11	-152.07	0.00	-62.97	0.00	0.00	16	24	24	2	8	12	0.55	5.94	3609.80	29.26	-3475.20
1MAH	-75.65	-23.13	0.00	-7.12	14.75	-54.05	0.00	-19.53	0.00	-2.74	4	10	23	7	16	27	-10.63	-1.58	2781.30	2.66	-3164.10
1MLC	-51.58	-17.72	0.03	2.61	15.41	-179.10	32.61	-24.12	14.28	-1.53	5	8	15	13	18	8	-14.93	-9.35	2377.80	7.81	-2794.40
1MQ8	5.46	-14.28	0.00	-1.64	23.54	0.00	26.87	0.00	11.88	-0.26	3	11	10	6	15	11	-2.22	-5.49	2147.90	6.58	-2146.30
1NB5	-85.27	-20.69	0.00	-21.56	9.65	0.00	0.00	0.00	0.00	0.00	0	2	6	5	39	47	-20.02	-10.37	3807.70	-55.05	-3912.80
1NCA	-33.01	-21.94	0.00	7.54	19.73	-75.14	1.47	-27.02	2.23	-1.91	5	17	16	15	22	12	-15.84	-5.37	3439.10	9.31	-3561.00
1NSN	-10.76	-14.99	0.04	9.16	19.07	-82.76	1.64	-2.72	13.02	-2.29	4	12	14	4	14	9	-6.67	-16.82	2777.00	8.10	-2743.80
1NVU	-74.56	-33.81	0.00	5.65	15.08	-227.37	46.92	-53.85	12.63	-0.22	12	21	17	15	32	19	-2.94	-0.29	5131.50	13.46	-4699.40
5NVU	-78.06	-36.42	0.00	13.02	16.84	-402.07	74.37	-90.47	38.69	-1.60	21	26	22	10	33	22	-4.58	3.95	5798.80	6.95	-5922.50
1NW9	-41.61	-24.86	0.13	-16.95	33.91	0.00	0.00	0.00	0.00	-0.44	0	13	14	6	25	36	-0.82	-11.78	3309.50	-6.50	-3603.90
1OC0	-11.25	-14.40	0.10	-0.82	17.12	0.00	0.00	0.00	0.00	-0.33	2	8	14	1	9	12	6.80	-3.17	1792.10	7.36	-1888.70
1OPH	-48.79	-19.94	0.00	-7.48	27.18	-84.59	0.00	-3.40	0.00	-0.98	4	10	22	2	16	18	-1.57	-8.17	2704.30	-0.83	-2915.70
1P2C	-57.08	-19.70	0.00	2.94	14.93	-185.05	30.45	-26.61	13.86	-2.53	5	8	17	13	22	10	-14.52	-10.26	2520.10	3.10	-2942.60
1PPE	-80.13	-23.08	0.00	-11.73	8.00	-81.16	7.75	-7.30	4.68	-1.58	5	10	27	0	20	24	7.03	-6.62	2842.60	-21.47	-3268.80
1PVH	-7.02	-15.03	0.00	1.89	18.93	0.00	0.00	0.00	0.00	-0.62	5	8	8	4	21	11	0.35	-9.15	2547.30	15.38	-2689.20
1PXV	-41.26	-27.07	0.00	-9.06	9.17	0.00	0.00	0.00	12.39	-0.94	9	11	16	13	30	31	-12.14	-14.71	4230.80	5.24	-4228.40
1QA9	-16.70	-12.25	0.00	14.81	20.67	-385.79	70.52	-88.00	49.39	-1.96	21	10	14	0	2	3	1.90	14.87	1802.00	-17.49	-1488.30
1R0R	-47.29	-19.39	0.00	-14.48	9.78	0.00	0.00	0.00	0.00	-1.57	1	13	8	6	21	31	-8.19	-5.47	3309.80	-9.36	-3839.40
1R6Q	8.74	-14.65	0.00	0.80	18.93	0.00	58.20	0.00	6.59	-0.48	10	8	18	4	17	8	-4.03	-6.83	2489.20	8.65	-2534.60
1RLB	-53.20	-14.61	0.00	-7.43	14.70	-76.02	1.65	-12.15	4.56	-0.60	3	8	8	2	16	20	-2.74	-1.67	2573.30	-22.97	-2645.60
1RV6	-11.26	-10.61	0.00	-9.69	18.12	0.00	0.00	0.00	11.21	-0.21	3	3	12	3	6	30	-0.32	-2.66	2756.80	9.82	-2423.50
1S1Q	-12.44	-12.73	0.00	-3.33	17.11	0.00	0.00	0.00	0.00	0.00	1	4	11	6	16	16	0.15	6.68	2123.40	-27.16	-2183.00
1T6B	11.25	-18.32	1.81	0.42	17.48	0.00	23.42	0.00	30.52	-1.33	13	12	19	6	15	25	-6.72	-4.43	3271.80	-53.00	-3502.60
1US7	0.17	-12.67	0.12	2.08	23.79	0.00	0.00	0.00	0.00	-0.75	6	6	10	1	5	14	1.17	4.78	2233.50	-10.68	-2235.70
1UUG	-54.47	-16.51	0.00	-1.69	14.52	-10.00	0.00	-10.20	0.00	-1.30	8	11	22	6	32	17	-7.30	-12.36	4310.90	52.58	-4196.90
1VFB	0.67	-16.05	0.00	8.69	17.19	-4.71	0.00	-3.23	10.52	-2.47	2	8	20	3	13	14	-4.13	5.96	1937.70	-15.30	-2168.70
1WDW	-19.72	-32.42	0.00	10.40	18.17	0.00	9.54	0.00	0.00	-2.04	14	17	33	7	27	34	2.66	-5.96	4979.20	37.79	-5260.60
1WEJ	-12.96	-16.02	0.00	13.02	20.32	-138.11	44.71	-26.84	4.85	-2.26	10	9	18	2	4	8	0.07	10.58	1942.40	-1.17	-2233.50
1WQ1	-20.17	-24.03	0.00	12.56	16.91	-174.44	108.12	-66.72	22.63	0.00	18	25	21	2	19	21	-1.06	-5.69	4698.70	10.87	-4737.40
1XD3	-112.73	-27.92	0.00	-9.53	10.47	-146.43	0.00	-48.47	0.00	-1.00	9	13	25	3	14	41	3.64	6.97	3582.00	-13.17	-3549.10
1XQS	-61.44	-29.80	0.00	23.03	12.58	-342.96	16.49	-81.11	14.08	-2.54	24	18	24	7	15	3	3.23	10.98	4158.10	57.51	-3714.00
1XU1	-13.71	-18.52	0.00	3.55	14.49	0.00	0.00	0.00	0.00	-1.46	8	12	21	3	10	16	1.09	2.80	2665.00	-20.14	-2597.30
1YVB	-45.21	-17.96	0.00	-17.99	9.33	0.00	0.00	0.00	5.77	0.00	0	3	11	4	28	37	-2.94	-4.44	3178.80	-0.56	-3388.90
1Z0K	-59.14	-17.67	0.08	-6.69	20.39	-146.85	0.00	-32.36	0.00	-1.61	5	7	14	2	21	27	2.01	5.72	3379.70	15.48	-3262.20
1ZHI	-3.71	-15.18	2.04	2.11	15.67	0.00	0.00	0.00	6.64	0.00	5	4	18	2	12	12	-3.58	-2.86	2115.40	13.46	-2087.90
1ZLI	-3.34	-23.92	0.00	-12.33	17.48	0.00	94.10	0.00	33.08	-2.13	4	8	38	4	18	32	12.54	15.02	3960.20	18.54	-4119.70
1ZM4	-0.81	-14.39	0.00	4.69	16.58	0.00	7.92	0.00	0.00	0.00	11	7	20	3	7	15	-13.28	-0.99	3102.10	0.46	-3400.10
2A9K	-38.44	-22.48	0.00	2.95	19.74	-65.46	0.00	-13.68	0.00	-0.84	4	15	23	6	23	14	2.35	3.47	2975.50	-6.97	-3335.60
2ABZ	-6.92	-15.59	5.12	-5.58	15.30	0.00	64.03	0.00	0.00	-2.39	4	2	18	4	18	25	-1.96	-3.15	3213.50	18.86	-2991.70
2AJF	-5.24	-14.60	0.00	2.17	20.75	0.00	0.00	0.00	0.00	-1.10	1	8	18	5	19	10	-2.96	-7.04	2869.00	32.35	-2979.70
2AQ3	-3.27	-10.30	0.00	4.04	21.66	-35.42	0.00	-3.09	0.00	0.00	2	7	7	6	7	15	-5.16	0.19	2153.90	-1.02	-2246.10
2B42	-9.25	-27.58	0.05	6.80	19.69	0.00	25.30	0.00	7.07	-2.32	11	13	22	9	29	23	-21.18	-6.13	6584.10	24.08	-5409.40
2B4J	-11.54	-11.52	0.00	-4.22	12.91	0.00	0.00	0.00	5.56	-0.33	6	8	7	1	9	12	7.56	3.05	1851.20	-12.08	-1847.50
2BTF	-35.67	-23.46	0.00	9.41	16.95	-248.31	138.42	-67.00	33.43	-2.83	17	12	35	0	9	18	7.48	9.65	3555.40	29.61	-3409.50
2C0L	-12.34	-20.94	0.00	2.82	11.31	0.00	0.00	0.00	10.32	-0.40	9	9	13	3	25	28	-4.57	1.21	3424.60	-24.65	-3621.30
2FJU	-10.85	-12.65	0.00	-2.76	20.74	0.00	0.00	0.00	0.00	-1.65	3	4	6	3	6	18	-4.61	-7.42	2096.80	7.20	-1869.20
2GOX	-43.84	-15.92	0.00	7.68	15.20	-101.97	15.91	-41.66	5.34	0.00	13	6	17	3	19	6	9.59	2.91	2636.50	3.76	-2654.80
2HLE	-15.54	-21.57	0.91	-1.30	13.33	0.00	30.58	0.00	7.07	-2.06	10	14	22	4	25	25	-1.39	0.95	4042.80	-1.02	-3752.00
2HQS	-13.09	-23.39	0.00	10.00	10.60	0.00	0.00	0.00	0.00	-1.20	10	21	37	5	17	19	-2.83	-2.41	5069.80	83.61	-4860.00
2HRK	-13.80	-15.64	0.00	-5.42	26.92	0.00	0.00	-7.61	0.00	0.00	8	11	14	1	9	13	5.41	1.83	2038.30	1.43	-2121.90
2I25	-2.52	-19.34	0.00	6.16	26.04	0.00	0.00	0.00	0.00	-1.33	7	7	17	2	18	13	0.77	1.05	2433.50	-3.47	-2732.30
2I9B	-34.51	-22.19	0.09	-1.87	4.73	0.00	0.00	0.00	0.00	-1.35	10	18	23	7	13	26	1.51	2.55	4224.30	7.51	-4019.30
2J0T	-44.46	-19.25	0.00	-12.80	7.49	0.00	0.00	0.00	0.00	-0.28	2	12	9	4	26	20	-3.36	-6.58	2976.80	-10.44	-3382.70
2JEL	-17.02	-17.90	0.00	3.09	14.86	-46.93	9.59	0.00	13.41	-2.02	2	6	13	9	16	13	-0.49	-1.64	2435.00	11.94	-2402.30
2MTA	-50.73	-10.23	0.00	-5.19	15.80	-90.36	0.00	-16.58	1.47	-0.99	3	3	21	2	11	24	-9.00	-0.73	3032.30	36.66	-2908.30
2NYZ	-93.46	-21.35	0.00	-13.02	14.19	-110.04	0.00	-38.01	6.86	-0.75	6	10	18	5	25	20	-2.61	-5.92	3752.50	-46.16	-3671.90
2O3B	22.97	-19.33	0.03	10.71	11.31	0.00	50.69	0.00	24.89	-0.78	11	18	13	2	10	5	-3.90	1.48	2810.40	8.02	-2607.80
2OOB	-2.36	-7.70	0.00	-3.58	22.28	0.00	0.00	0.00	0.00	-0.56	3	3	13	0	2	15	5.86	14.48	1657.00	35.07	-1562.70
2OOR	-34.59	-21.70	0.00	-10.12	21.19	0.00	0.00	0.00	0.00	-0.58	2	6	17	2	27	33	-12.23	-12.21	4277.20	-2.23	-4895.30
2OUL	-50.09	-22.76	0.00	-13.81	8.80	0.00	0.00	0.00	0.00	0.00	4	10	13	6	28	37	-13.27	-11.48	3609.70	-15.59	-4096.30
2OZA	-87.81	-66.19	0.68	-4.23	13.93	0.00	16.30	0.00	11.91	-3.07	33	32	64	9	52	58	7.12	-9.87	9049.60	-86.50	-9118.60
2PCB	28.71	-7.98	0.07	9.99	21.51	-104.80	113.24	-16.93	13.88	-0.21	11	4	7	3	7	1	5.38	7.80	1610.90	0.34	-1558.80
2PCC	6.79	-6.45	0.00	4.74	19.69	-93.65	22.06	-29.60	19.94	-0.52	8	6	5	2	10	8	-4.66	3.01	1890.00	-9.51	-1945.90
2PTC	-52.36	-20.41	0.00	-4.18	8.63	-40.97	2.05	0.00	5.00	-1.57	4	9	28	1	13	21	1.21	-3.21	2371.30	18.71	-3020.70
2SIC	-69.03	-24.25	0.00	-20.05	8.04	0.00	8.15	0.00	7.17	-2.37	1	6	16	2	25	41	-10.46	-12.47	3336.30	-17.47	-3885.10
2SNI	-73.60	-21.17	0.61	-16.48	7.96	-6.40	0.00	-20.27	0.00	-1.20	3	10	12	8	27	29	-5.13	-13.59	3088.80	-6.49	-3316.90
2TGP	-43.54	-19.93	0.07	-5.04	19.98	-40.11	1.94	0.00	4.89	-1.24	4	9	28	1	14	20	2.27	-2.49	2372.50	19.74	-3027.80
2UUY	-58.61	-21.51	0.31	-6.87	7.48	-44.85	0.00	0.00	0.00	-2.84	4	7	25	0	14	18	6.17	-2.78	2617.40	5.31	-2880.10
2VDB	1.39	-17.13	0.58	0.47	19.37	0.00	17.74	0.00	13.49	-0.61	12	11	19	2	6	24	2.76	11.75	3396.60	-17.85	-3420.30
2VIR	-17.61	-12.77	0.00	-1.97	17.58	0.00	0.00	0.00	0.00	-1.34	0	5	8	9	25	12	-9.60	-13.50	2806.70	9.26	-2783.30
2VIS	-20.66	-12.60	0.00	-3.29	16.65	0.00	0.00	0.00	0.00	-1.38	0	5	8	7	23	16	-8.46	-10.46	2769.80	12.38	-2749.10
2WPT	-38.32	-20.77	0.00	11.34	17.35	-177.93	0.00	-14.96	8.14	-1.00	8	14	12	2	28	10	-1.67	-0.92	2787.20	0.99	-2695.20
3BP8	-12.23	-15.96	0.76	0.31	13.44	0.00	0.00	0.00	5.55	-2.20	5	8	13	5	15	15	1.33	7.93	2787.50	7.52	-2776.00
3BZD	7.36	-11.69	0.00	5.54	18.83	-8.69	0.00	-12.83	11.84	0.00	4	7	6	7	15	12	-5.05	-4.85	2562.90	24.70	-2468.00
3CPH	-10.66	-16.85	0.00	2.09	16.11	0.00	0.00	0.00	0.00	0.00	6	7	14	2	15	19	-3.69	-2.83	2612.20	20.09	-2886.20
3SGB	-39.55	-17.44	0.00	-13.03	11.73	0.00	2.28	0.00	3.29	0.00	3	5	13	2	17	17	-0.19	-3.60	3100.90	-4.18	-2898.40
4CPA	6.03	-12.05	0.04	-6.66	15.10	0.00	60.76	0.00	17.99	-0.84	0	3	16	5	10	19	1.27	-3.94	2116.10	3.69	-2142.00
1JTD	-40.09	-19.45	0.00	1.93	17.50	-97.38	66.50	-37.44	0.00	-0.42	8	16	24	2	16	24	-2.71	0.55	3476.40	-15.95	-3734.50
1M27	-17.47	-10.94	0.00	7.60	23.08	-145.60	10.32	-51.89	4.50	-0.89	7	3	12	1	3	0	1.64	-0.19	1073.40	4.64	-1156.20
2GAF	-48.92	-28.14	0.01	19.11	10.80	-170.07	30.18	-46.31	15.66	-2.31	15	19	40	7	25	15	3.33	10.75	5707.30	2.46	-5811.50
2VXT	-79.53	-26.22	0.00	9.50	15.00	-271.55	15.53	-104.95	16.79	-1.84	19	10	35	0	8	23	-7.92	7.38	3298.80	-37.49	-3306.20
2W9E	-26.08	-20.76	0.00	13.69	11.06	-82.35	7.83	-7.65	13.84	-0.82	6	15	24	4	6	10	-4.95	2.73	2361.50	9.38	-2212.20
2X9A	-85.26	-17.81	0.34	-6.74	17.45	-176.13	0.00	-43.33	4.53	-1.36	8	7	18	2	7	30	-7.31	4.27	4257.10	32.23	-3220.30
3A4S	-36.37	-12.10	0.00	2.72	24.97	-186.13	3.75	-40.86	4.70	0.00	13	1	19	0	1	6	5.66	3.85	1553.10	-4.89	-1479.90
3AAA	-65.14	-16.83	0.00	7.70	14.25	-399.18	48.49	-70.14	33.04	-0.50	18	5	21	3	8	11	2.52	9.04	2730.60	6.62	-2863.40
3BIW	-13.94	-12.42	0.00	5.31	19.56	-34.98	0.00	-30.80	0.00	-0.33	4	12	9	2	13	6	-6.27	-0.40	1953.20	-0.67	-2347.50
3BX7	-82.69	-20.95	0.00	-8.38	16.19	-134.15	0.00	-14.40	21.16	-2.18	8	10	19	0	11	39	-5.71	-1.12	4027.30	7.57	-3962.80
3DAW	-92.11	-25.30	0.05	-3.86	14.83	-183.56	8.52	-55.78	21.88	-3.53	10	13	17	3	23	27	-3.14	-3.53	3864.80	-2.88	-3956.40
3EOA	-33.61	-13.84	0.00	3.35	19.75	-78.77	0.00	-15.55	0.00	0.00	8	10	17	0	4	10	-5.34	-4.20	1994.30	6.27	-2055.90
3F1P	-57.61	-14.78	0.00	0.48	15.92	-184.09	54.84	-37.08	19.96	-0.40	6	7	13	4	23	20	0.57	4.72	3454.40	18.29	-3151.50
3G6D	-67.28	-15.96	0.00	7.32	15.80	-248.22	0.00	-45.58	0.00	0.00	8	7	18	6	8	16	-0.27	7.06	2339.50	3.44	-2541.90
3H2V	8.42	-15.79	0.14	6.79	16.35	-198.88	155.41	-56.31	38.87	0.00	12	3	29	0	0	9	9.50	16.62	1994.60	25.19	-2203.30
3HI6	-27.24	-21.91	0.00	-3.69	22.84	-18.25	0.00	-19.04	17.93	0.00	4	13	18	2	17	23	-3.68	-3.84	2939.80	-21.11	-3051.60
3K75	-47.33	-10.30	0.00	-4.49	21.92	-94.40	1.94	-14.25	4.54	0.00	2	6	9	2	18	14	-6.25	-2.28	2574.10	12.07	-2481.90
3L5W	-60.68	-13.96	0.00	8.61	13.87	-230.21	0.00	-45.62	0.00	-0.32	14	3	17	2	1	5	2.01	-6.71	1381.70	7.36	-1334.90
